order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
OI0011441-2,O0011441,P00040,2,563.92,0.05,1071.45
OI0011441-3,O0011441,P00122,3,566.01,0.15,1443.33
OI0011442-1,O0011442,P00094,3,513.66,0.15,1309.83
OI0011442-2,O0011442,P00055,2,496.42,0.15,843.91
OI0011442-3,O0011442,P00116,2,67.53,0,135.06
OI0011442-4,O0011442,P00095,1,432.18,0.05,410.57
OI0011443-1,O0011443,P00082,4,489.41,0.05,1859.76
OI0011444-1,O0011444,P00109,1,309.48,0.1,278.53
OI0011444-2,O0011444,P00047,2,520.8,0,1041.6
OI0011444-3,O0011444,P00065,1,270.78,0.15,230.16
OI0011444-4,O0011444,P00108,3,415.82,0.15,1060.34
OI0011444-5,O0011444,P00162,1,436.66,0,436.66
OI0011445-1,O0011445,P00018,4,206.42,0.1,743.11
OI0011445-2,O0011445,P00034,2,303.99,0.05,577.58
OI0011446-1,O0011446,P00063,1,263.0,0,263.0
OI0011446-2,O0011446,P00043,3,46.94,0,140.82
OI0011447-1,O0011447,P00089,3,322.62,0,967.86
OI0011447-2,O0011447,P00220,3,266.01,0.05,758.13
OI0011447-3,O0011447,P00027,4,569.62,0.1,2050.63
OI0011448-1,O0011448,P00030,4,508.26,0.15,1728.08
OI0011449-1,O0011449,P00147,3,153.52,0,460.56
OI0011449-2,O0011449,P00121,3,126.69,0.05,361.07
OI0011450-1,O0011450,P00036,2,50.67,0.15,86.14
OI0011451-1,O0011451,P00176,4,662.84,0.15,2253.66
OI0011452-1,O0011452,P00160,1,455.76,0.05,432.97
OI0011452-2,O0011452,P00150,4,587.56,0,2350.24
OI0011453-1,O0011453,P00050,1,592.1,0,592.1
OI0011453-2,O0011453,P00237,2,37.64,0.15,63.99
OI0011454-1,O0011454,P00220,1,266.01,0,266.01
OI0011455-1,O0011455,P00077,3,420.44,0.05,1198.25
OI0011455-2,O0011455,P00061,2,422.21,0.05,802.2
OI0011456-1,O0011456,P00090,1,659.17,0.05,626.21
OI0011457-1,O0011457,P00086,4,62.83,0,251.32
OI0011458-1,O0011458,P00042,4,353.74,0,1414.96
OI0011459-1,O0011459,P00062,2,226.93,0,453.86
OI0011460-1,O0011460,P00150,4,587.56,0.05,2232.73
OI0011461-1,O0011461,P00053,2,366.73,0,733.46
OI0011461-2,O0011461,P00142,1,398.88,0.15,339.05
OI0011461-3,O0011461,P00069,1,275.78,0,275.78
OI0011462-1,O0011462,P00143,1,222.67,0.15,189.27
OI0011462-2,O0011462,P00145,3,313.16,0.15,798.56
OI0011462-3,O0011462,P00078,3,254.13,0.05,724.27
OI0011462-4,O0011462,P00132,4,236.23,0,944.92
OI0011463-1,O0011463,P00018,2,206.42,0.1,371.56
OI0011464-1,O0011464,P00177,2,353.87,0.05,672.35
OI0011465-1,O0011465,P00191,4,95.23,0.15,323.78
OI0011466-1,O0011466,P00093,3,211.16,0.15,538.46
OI0011467-1,O0011467,P00127,4,543.7,0.15,1848.58
OI0011467-2,O0011467,P00005,4,132.26,0,529.04
OI0011468-1,O0011468,P00179,4,562.25,0.1,2024.1
OI0011469-1,O0011469,P00075,4,549.38,0,2197.52
OI0011470-1,O0011470,P00184,4,308.0,0,1232.0
OI0011471-1,O0011471,P00019,4,469.92,0.05,1785.7
OI0011472-1,O0011472,P00069,1,275.78,0,275.78
OI0011472-2,O0011472,P00048,4,140.77,0.05,534.93
OI0011473-1,O0011473,P00229,1,584.2,0.15,496.57
OI0011473-2,O0011473,P00122,3,566.01,0.1,1528.23
OI0011473-3,O0011473,P00186,3,258.16,0,774.48
OI0011473-4,O0011473,P00169,4,409.64,0,1638.56
OI0011474-1,O0011474,P00105,2,295.01,0.1,531.02
OI0011475-1,O0011475,P00021,2,441.58,0.15,750.69
OI0011475-2,O0011475,P00029,4,274.26,0,1097.04
OI0011475-3,O0011475,P00204,2,459.04,0,918.08
OI0011475-4,O0011475,P00206,3,417.71,0.15,1065.16
OI0011475-5,O0011475,P00184,1,308.0,0,308.0
OI0011476-1,O0011476,P00149,1,579.48,0.05,550.51
OI0011477-1,O0011477,P00005,4,132.26,0.15,449.68
OI0011477-2,O0011477,P00083,4,102.7,0.15,349.18
OI0011477-3,O0011477,P00192,2,451.44,0,902.88
OI0011478-1,O0011478,P00079,2,291.37,0.1,524.47
OI0011478-2,O0011478,P00129,2,603.29,0,1206.58
OI0011479-1,O0011479,P00184,2,308.0,0.1,554.4
OI0011479-2,O0011479,P00181,4,495.62,0.15,1685.11
OI0011479-3,O0011479,P00033,2,333.15,0.1,599.67
OI0011479-4,O0011479,P00186,1,258.16,0,258.16
OI0011480-1,O0011480,P00040,1,563.92,0,563.92
OI0011481-1,O0011481,P00173,1,534.3,0.1,480.87
OI0011481-2,O0011481,P00158,3,157.69,0,473.07
OI0011482-1,O0011482,P00175,1,327.8,0,327.8
OI0011482-2,O0011482,P00144,1,392.62,0,392.62
OI0011482-3,O0011482,P00195,4,341.87,0,1367.48
OI0011482-4,O0011482,P00150,4,587.56,0,2350.24
OI0011483-1,O0011483,P00205,3,141.37,0,424.11
OI0011483-2,O0011483,P00153,3,220.94,0.1,596.54
OI0011483-3,O0011483,P00139,4,365.53,0.05,1389.01
OI0011483-4,O0011483,P00013,1,398.48,0.05,378.56
OI0011484-1,O0011484,P00114,4,572.11,0.1,2059.6
OI0011484-2,O0011484,P00174,4,363.5,0,1454.0
OI0011484-3,O0011484,P00205,2,141.37,0.15,240.33
OI0011485-1,O0011485,P00149,1,579.48,0,579.48
OI0011485-2,O0011485,P00239,3,365.95,0.15,933.17
OI0011486-1,O0011486,P00060,4,552.88,0.1,1990.37
OI0011487-1,O0011487,P00010,4,59.15,0,236.6
OI0011488-1,O0011488,P00155,2,589.47,0,1178.94
OI0011488-2,O0011488,P00128,3,222.47,0.05,634.04
OI0011489-1,O0011489,P00110,1,347.56,0.1,312.8
OI0011489-2,O0011489,P00204,4,459.04,0.05,1744.35
OI0011490-1,O0011490,P00072,1,92.45,0.15,78.58
OI0011490-2,O0011490,P00043,1,46.94,0,46.94
OI0011490-3,O0011490,P00152,1,258.82,0,258.82
OI0011491-1,O0011491,P00147,2,153.52,0,307.04
OI0011492-1,O0011492,P00070,3,540.32,0.15,1377.82
OI0011492-2,O0011492,P00067,1,142.7,0.1,128.43
OI0011493-1,O0011493,P00210,2,95.17,0.15,161.79
OI0011493-2,O0011493,P00019,1,469.92,0,469.92
OI0011494-1,O0011494,P00208,2,192.16,0,384.32
OI0011494-2,O0011494,P00121,3,126.69,0,380.07
OI0011494-3,O0011494,P00053,2,366.73,0.05,696.79
OI0011494-4,O0011494,P00085,2,220.54,0.05,419.03
OI0011494-5,O0011494,P00159,3,310.78,0,932.34
OI0011494-6,O0011494,P00079,1,291.37,0.15,247.66
OI0011495-1,O0011495,P00074,3,220.55,0,661.65
OI0011495-2,O0011495,P00127,3,543.7,0,1631.1
OI0011495-3,O0011495,P00042,2,353.74,0,707.48
OI0011496-1,O0011496,P00222,3,36.14,0.15,92.16
OI0011496-2,O0011496,P00045,2,754.87,0.1,1358.77
OI0011497-1,O0011497,P00165,4,264.33,0.05,1004.45
OI0011497-2,O0011497,P00055,4,496.42,0.05,1886.4
OI0011498-1,O0011498,P00154,2,670.02,0,1340.04
OI0011499-1,O0011499,P00017,4,422.6,0,1690.4
OI0011500-1,O0011500,P00014,3,131.81,0.1,355.89
OI0011500-2,O0011500,P00118,4,431.83,0,1727.32
OI0011501-1,O0011501,P00105,1,295.01,0,295.01
OI0011501-2,O0011501,P00221,3,82.8,0.1,223.56
OI0011502-1,O0011502,P00097,1,344.74,0,344.74
OI0011503-1,O0011503,P00008,3,275.55,0,826.65
OI0011504-1,O0011504,P00155,4,589.47,0.1,2122.09
OI0011504-2,O0011504,P00166,1,152.36,0.1,137.12
OI0011504-3,O0011504,P00070,1,540.32,0.1,486.29
OI0011504-4,O0011504,P00110,2,347.56,0,695.12
OI0011504-5,O0011504,P00061,3,422.21,0,1266.63
OI0011505-1,O0011505,P00074,4,220.55,0,882.2
OI0011505-2,O0011505,P00046,2,338.54,0.1,609.37
OI0011506-1,O0011506,P00157,1,511.44,0.05,485.87
OI0011507-1,O0011507,P00159,3,310.78,0.05,885.72
OI0011508-1,O0011508,P00021,1,441.58,0.1,397.42
OI0011509-1,O0011509,P00081,2,299.2,0,598.4
OI0011510-1,O0011510,P00169,1,409.64,0.1,368.68
OI0011510-2,O0011510,P00230,4,464.16,0,1856.64
OI0011511-1,O0011511,P00136,1,24.95,0,24.95
OI0011512-1,O0011512,P00213,1,152.18,0.15,129.35
OI0011512-2,O0011512,P00101,4,210.51,0.15,715.73
OI0011513-1,O0011513,P00065,4,270.78,0,1083.12
OI0011513-2,O0011513,P00019,2,469.92,0.15,798.86
OI0011513-3,O0011513,P00010,3,59.15,0,177.45
OI0011513-4,O0011513,P00137,1,491.87,0.05,467.28
OI0011514-1,O0011514,P00094,3,513.66,0,1540.98
OI0011514-2,O0011514,P00062,4,226.93,0.05,862.33
OI0011514-3,O0011514,P00196,3,128.28,0,384.84
OI0011514-4,O0011514,P00174,3,363.5,0,1090.5
OI0011515-1,O0011515,P00064,1,48.59,0,48.59
OI0011516-1,O0011516,P00138,1,291.59,0,291.59
OI0011517-1,O0011517,P00121,3,126.69,0.1,342.06
OI0011517-2,O0011517,P00055,2,496.42,0,992.84
OI0011518-1,O0011518,P00094,3,513.66,0.15,1309.83
OI0011518-2,O0011518,P00132,4,236.23,0,944.92
OI0011518-3,O0011518,P00185,2,553.09,0.05,1050.87
OI0011518-4,O0011518,P00138,4,291.59,0,1166.36
OI0011519-1,O0011519,P00198,2,149.31,0.15,253.83
OI0011519-2,O0011519,P00039,1,688.69,0,688.69
OI0011520-1,O0011520,P00103,1,244.14,0.05,231.93
OI0011521-1,O0011521,P00092,1,326.92,0.1,294.23
OI0011522-1,O0011522,P00202,1,77.45,0.05,73.58
OI0011522-2,O0011522,P00157,4,511.44,0.15,1738.9
OI0011522-3,O0011522,P00167,4,136.77,0.05,519.73
OI0011522-4,O0011522,P00093,2,211.16,0,422.32
OI0011523-1,O0011523,P00210,2,95.17,0.1,171.31
OI0011523-2,O0011523,P00058,4,311.57,0,1246.28
OI0011524-1,O0011524,P00076,1,487.81,0.1,439.03
OI0011524-2,O0011524,P00189,2,475.06,0.05,902.61
OI0011525-1,O0011525,P00202,1,77.45,0,77.45
OI0011526-1,O0011526,P00057,2,94.36,0,188.72
OI0011526-2,O0011526,P00109,1,309.48,0.15,263.06
OI0011526-3,O0011526,P00171,3,93.75,0.1,253.12
OI0011526-4,O0011526,P00228,4,458.55,0,1834.2
OI0011526-5,O0011526,P00042,1,353.74,0.1,318.37
OI0011527-1,O0011527,P00187,3,419.01,0.05,1194.18
OI0011527-2,O0011527,P00095,4,432.18,0.1,1555.85
OI0011528-1,O0011528,P00190,2,243.09,0,486.18
OI0011528-2,O0011528,P00181,3,495.62,0,1486.86
OI0011528-3,O0011528,P00102,1,566.9,0.05,538.55
OI0011529-1,O0011529,P00173,3,534.3,0.1,1442.61
OI0011529-2,O0011529,P00221,2,82.8,0,165.6
OI0011530-1,O0011530,P00113,3,603.62,0,1810.86
OI0011530-2,O0011530,P00128,1,222.47,0.1,200.22
OI0011530-3,O0011530,P00033,3,333.15,0,999.45
OI0011531-1,O0011531,P00015,4,389.15,0.1,1400.94
OI0011532-1,O0011532,P00167,3,136.77,0,410.31
OI0011533-1,O0011533,P00106,1,487.11,0.1,438.4
OI0011533-2,O0011533,P00178,4,540.49,0,2161.96
OI0011534-1,O0011534,P00240,3,207.93,0.05,592.6
OI0011534-2,O0011534,P00004,1,76.59,0,76.59
OI0011535-1,O0011535,P00194,3,230.27,0,690.81
OI0011536-1,O0011536,P00097,3,344.74,0,1034.22
OI0011537-1,O0011537,P00046,1,338.54,0.1,304.69
OI0011537-2,O0011537,P00020,2,439.84,0,879.68
OI0011537-3,O0011537,P00211,4,392.42,0,1569.68
OI0011537-4,O0011537,P00022,2,156.69,0.15,266.37
OI0011537-5,O0011537,P00179,3,562.25,0.1,1518.08
OI0011537-6,O0011537,P00026,2,650.23,0,1300.46
OI0011538-1,O0011538,P00064,4,48.59,0.15,165.21
OI0011538-2,O0011538,P00204,3,459.04,0.1,1239.41
OI0011538-3,O0011538,P00084,1,126.05,0.15,107.14
OI0011539-1,O0011539,P00133,2,507.95,0,1015.9
OI0011539-2,O0011539,P00144,4,392.62,0,1570.48
OI0011539-3,O0011539,P00088,1,318.05,0,318.05
OI0011540-1,O0011540,P00121,4,126.69,0.05,481.42
OI0011540-2,O0011540,P00130,4,91.24,0.15,310.22
OI0011540-3,O0011540,P00159,4,310.78,0.05,1180.96
OI0011540-4,O0011540,P00173,3,534.3,0,1602.9
OI0011541-1,O0011541,P00225,1,683.22,0.1,614.9
OI0011542-1,O0011542,P00221,1,82.8,0,82.8
OI0011542-2,O0011542,P00032,4,158.94,0,635.76
OI0011542-3,O0011542,P00081,2,299.2,0.05,568.48
OI0011543-1,O0011543,P00037,2,187.35,0.15,318.5
OI0011543-2,O0011543,P00124,3,384.42,0,1153.26
OI0011544-1,O0011544,P00193,4,347.75,0,1391.0
OI0011544-2,O0011544,P00218,2,413.48,0,826.96
OI0011545-1,O0011545,P00192,1,451.44,0.05,428.87
OI0011546-1,O0011546,P00156,3,652.36,0.15,1663.52
OI0011546-2,O0011546,P00029,4,274.26,0.1,987.34
OI0011546-3,O0011546,P00034,1,303.99,0.15,258.39
OI0011547-1,O0011547,P00135,4,217.54,0.15,739.64
OI0011547-2,O0011547,P00084,4,126.05,0,504.2
OI0011547-3,O0011547,P00105,3,295.01,0,885.03
OI0011548-1,O0011548,P00069,1,275.78,0.05,261.99
OI0011549-1,O0011549,P00239,1,365.95,0.15,311.06
OI0011549-2,O0011549,P00157,1,511.44,0.05,485.87
OI0011550-1,O0011550,P00224,4,36.75,0.05,139.65
OI0011550-2,O0011550,P00048,2,140.77,0,281.54
OI0011550-3,O0011550,P00162,2,436.66,0.05,829.65
OI0011551-1,O0011551,P00004,4,76.59,0.15,260.41
OI0011551-2,O0011551,P00025,4,564.8,0,2259.2
OI0011551-3,O0011551,P00069,2,275.78,0.05,523.98
OI0011552-1,O0011552,P00168,2,76.25,0,152.5
OI0011552-2,O0011552,P00231,3,288.32,0.1,778.46
OI0011553-1,O0011553,P00222,3,36.14,0,108.42
OI0011553-2,O0011553,P00009,4,79.4,0.05,301.72
OI0011553-3,O0011553,P00200,2,630.23,0,1260.46
OI0011553-4,O0011553,P00073,4,647.91,0,2591.64
OI0011554-1,O0011554,P00019,3,469.92,0.15,1198.3
OI0011554-2,O0011554,P00008,4,275.55,0.15,936.87
OI0011554-3,O0011554,P00094,3,513.66,0.05,1463.93
OI0011555-1,O0011555,P00240,3,207.93,0.1,561.41
OI0011555-2,O0011555,P00148,2,585.16,0,1170.32
OI0011555-3,O0011555,P00026,2,650.23,0,1300.46
OI0011555-4,O0011555,P00030,2,508.26,0.05,965.69
OI0011555-5,O0011555,P00089,2,322.62,0,645.24
OI0011555-6,O0011555,P00157,3,511.44,0,1534.32
OI0011556-1,O0011556,P00002,2,89.89,0,179.78
OI0011556-2,O0011556,P00123,3,127.18,0.1,343.39
OI0011557-1,O0011557,P00181,2,495.62,0,991.24
OI0011558-1,O0011558,P00188,2,159.06,0,318.12
OI0011558-2,O0011558,P00180,1,580.5,0.15,493.43
OI0011559-1,O0011559,P00037,1,187.35,0.1,168.62
OI0011560-1,O0011560,P00132,1,236.23,0.05,224.42
OI0011561-1,O0011561,P00134,1,154.54,0.05,146.81
OI0011562-1,O0011562,P00085,2,220.54,0.15,374.92
OI0011562-2,O0011562,P00151,4,497.93,0,1991.72
OI0011563-1,O0011563,P00232,3,599.24,0,1797.72
OI0011563-2,O0011563,P00237,1,37.64,0.05,35.76
OI0011564-1,O0011564,P00115,1,30.25,0,30.25
OI0011564-2,O0011564,P00172,1,359.05,0.1,323.15
OI0011565-1,O0011565,P00121,1,126.69,0,126.69
OI0011566-1,O0011566,P00109,3,309.48,0,928.44
OI0011567-1,O0011567,P00164,4,108.9,0.15,370.26
OI0011567-2,O0011567,P00107,3,84.89,0.15,216.47
OI0011568-1,O0011568,P00111,3,100.81,0.1,272.19
OI0011569-1,O0011569,P00175,3,327.8,0.15,835.89
OI0011569-2,O0011569,P00124,3,384.42,0,1153.26
OI0011569-3,O0011569,P00231,4,288.32,0.1,1037.95
OI0011570-1,O0011570,P00231,2,288.32,0.1,518.98
OI0011570-2,O0011570,P00123,4,127.18,0,508.72
OI0011570-3,O0011570,P00111,2,100.81,0.05,191.54
OI0011571-1,O0011571,P00072,3,92.45,0,277.35
OI0011571-2,O0011571,P00091,3,58.96,0.05,168.04
OI0011571-3,O0011571,P00158,3,157.69,0,473.07
OI0011572-1,O0011572,P00144,2,392.62,0.1,706.72
OI0011572-2,O0011572,P00112,2,104.66,0,209.32
OI0011573-1,O0011573,P00024,1,387.57,0,387.57
OI0011573-2,O0011573,P00158,4,157.69,0,630.76
OI0011574-1,O0011574,P00007,2,409.55,0,819.1
OI0011574-2,O0011574,P00071,2,499.85,0.05,949.72
OI0011574-3,O0011574,P00224,1,36.75,0,36.75
OI0011575-1,O0011575,P00202,4,77.45,0.1,278.82
OI0011575-2,O0011575,P00112,3,104.66,0.05,298.28
OI0011575-3,O0011575,P00081,4,299.2,0.05,1136.96
OI0011575-4,O0011575,P00003,3,232.09,0.1,626.64
OI0011575-5,O0011575,P00153,1,220.94,0,220.94
OI0011576-1,O0011576,P00112,2,104.66,0.05,198.85
OI0011577-1,O0011577,P00185,3,553.09,0.05,1576.31
OI0011577-2,O0011577,P00099,2,545.66,0.1,982.19
OI0011577-3,O0011577,P00043,3,46.94,0.15,119.7
OI0011578-1,O0011578,P00182,1,268.87,0,268.87
OI0011579-1,O0011579,P00080,3,353.31,0,1059.93
OI0011579-2,O0011579,P00143,3,222.67,0.05,634.61
OI0011579-3,O0011579,P00139,2,365.53,0,731.06
OI0011580-1,O0011580,P00111,2,100.81,0,201.62
OI0011580-2,O0011580,P00047,1,520.8,0,520.8
OI0011580-3,O0011580,P00136,2,24.95,0,49.9
OI0011580-4,O0011580,P00037,1,187.35,0,187.35
OI0011581-1,O0011581,P00159,1,310.78,0,310.78
OI0011582-1,O0011582,P00223,3,310.28,0,930.84
OI0011583-1,O0011583,P00205,3,141.37,0,424.11
OI0011584-1,O0011584,P00118,4,431.83,0,1727.32
OI0011584-2,O0011584,P00117,1,60.31,0.15,51.26
OI0011585-1,O0011585,P00130,2,91.24,0.05,173.36
OI0011586-1,O0011586,P00078,2,254.13,0.15,432.02
OI0011586-2,O0011586,P00081,4,299.2,0,1196.8
OI0011587-1,O0011587,P00212,3,140.61,0,421.83
OI0011587-2,O0011587,P00238,2,295.8,0.05,562.02
OI0011587-3,O0011587,P00105,1,295.01,0,295.01
OI0011588-1,O0011588,P00185,4,553.09,0,2212.36
OI0011589-1,O0011589,P00013,1,398.48,0,398.48
OI0011589-2,O0011589,P00120,1,64.28,0,64.28
OI0011589-3,O0011589,P00043,2,46.94,0.1,84.49
OI0011589-4,O0011589,P00019,1,469.92,0.15,399.43
OI0011590-1,O0011590,P00232,3,599.24,0.15,1528.06
OI0011590-2,O0011590,P00096,4,386.0,0,1544.0
OI0011591-1,O0011591,P00006,2,398.0,0.05,756.2
OI0011592-1,O0011592,P00130,4,91.24,0.05,346.71
OI0011593-1,O0011593,P00213,2,152.18,0,304.36
OI0011594-1,O0011594,P00210,4,95.17,0,380.68
OI0011594-2,O0011594,P00085,3,220.54,0.05,628.54
OI0011594-3,O0011594,P00058,3,311.57,0,934.71
OI0011594-4,O0011594,P00199,4,641.07,0,2564.28
OI0011595-1,O0011595,P00108,2,415.82,0.1,748.48
OI0011595-2,O0011595,P00131,1,558.94,0,558.94
OI0011596-1,O0011596,P00183,2,316.76,0,633.52
OI0011596-2,O0011596,P00079,2,291.37,0,582.74
OI0011597-1,O0011597,P00021,2,441.58,0,883.16
OI0011597-2,O0011597,P00203,1,147.18,0.15,125.1
OI0011598-1,O0011598,P00109,3,309.48,0.15,789.17
OI0011599-1,O0011599,P00204,3,459.04,0,1377.12
OI0011599-2,O0011599,P00118,1,431.83,0,431.83
OI0011599-3,O0011599,P00087,2,295.38,0.1,531.68
OI0011599-4,O0011599,P00055,4,496.42,0.1,1787.11
OI0011599-5,O0011599,P00210,1,95.17,0,95.17
OI0011599-6,O0011599,P00188,1,159.06,0,159.06
OI0011600-1,O0011600,P00192,1,451.44,0,451.44
OI0011601-1,O0011601,P00082,2,489.41,0,978.82
OI0011601-2,O0011601,P00173,3,534.3,0,1602.9
OI0011602-1,O0011602,P00074,1,220.55,0.1,198.5
OI0011602-2,O0011602,P00012,4,593.99,0,2375.96
OI0011603-1,O0011603,P00215,4,105.44,0.15,358.5
OI0011603-2,O0011603,P00197,4,422.25,0,1689.0
OI0011604-1,O0011604,P00154,4,670.02,0,2680.08
OI0011604-2,O0011604,P00050,3,592.1,0,1776.3
OI0011605-1,O0011605,P00178,3,540.49,0.1,1459.32
OI0011606-1,O0011606,P00188,1,159.06,0,159.06
OI0011606-2,O0011606,P00099,4,545.66,0.15,1855.24
OI0011606-3,O0011606,P00057,4,94.36,0.05,358.57
OI0011607-1,O0011607,P00045,4,754.87,0.15,2566.56
OI0011608-1,O0011608,P00029,2,274.26,0.05,521.09
OI0011609-1,O0011609,P00074,2,220.55,0,441.1
OI0011609-2,O0011609,P00167,4,136.77,0.1,492.37
OI0011609-3,O0011609,P00055,4,496.42,0.15,1687.83
OI0011609-4,O0011609,P00094,4,513.66,0.1,1849.18
OI0011609-5,O0011609,P00059,3,467.47,0,1402.41
OI0011609-6,O0011609,P00017,3,422.6,0,1267.8
OI0011610-1,O0011610,P00068,2,228.52,0.15,388.48
OI0011610-2,O0011610,P00072,4,92.45,0.1,332.82
OI0011611-1,O0011611,P00126,4,180.97,0,723.88
OI0011611-2,O0011611,P00116,2,67.53,0.05,128.31
OI0011611-3,O0011611,P00028,2,182.42,0.05,346.6
OI0011611-4,O0011611,P00045,2,754.87,0.1,1358.77
OI0011612-1,O0011612,P00013,3,398.48,0.15,1016.12
OI0011612-2,O0011612,P00056,4,236.38,0,945.52
OI0011612-3,O0011612,P00172,4,359.05,0.05,1364.39
OI0011612-4,O0011612,P00225,2,683.22,0,1366.44
OI0011612-5,O0011612,P00109,3,309.48,0.1,835.6
OI0011613-1,O0011613,P00239,2,365.95,0,731.9
OI0011613-2,O0011613,P00142,1,398.88,0.15,339.05
OI0011613-3,O0011613,P00085,1,220.54,0,220.54
OI0011614-1,O0011614,P00220,1,266.01,0.1,239.41
OI0011614-2,O0011614,P00096,3,386.0,0,1158.0
OI0011614-3,O0011614,P00182,1,268.87,0.1,241.98
OI0011614-4,O0011614,P00090,3,659.17,0,1977.51
OI0011614-5,O0011614,P00120,4,64.28,0,257.12
OI0011615-1,O0011615,P00132,1,236.23,0,236.23
OI0011616-1,O0011616,P00163,2,275.84,0.15,468.93
OI0011616-2,O0011616,P00199,3,641.07,0.05,1827.05
OI0011616-3,O0011616,P00104,4,305.95,0.1,1101.42
OI0011616-4,O0011616,P00061,2,422.21,0,844.42
OI0011617-1,O0011617,P00230,1,464.16,0.1,417.74
OI0011617-2,O0011617,P00169,1,409.64,0,409.64
OI0011617-3,O0011617,P00069,4,275.78,0,1103.12
OI0011617-4,O0011617,P00094,2,513.66,0.15,873.22
OI0011618-1,O0011618,P00038,1,434.73,0,434.73
OI0011618-2,O0011618,P00075,1,549.38,0.1,494.44
OI0011619-1,O0011619,P00081,2,299.2,0.1,538.56
OI0011619-2,O0011619,P00129,1,603.29,0,603.29
OI0011619-3,O0011619,P00230,4,464.16,0,1856.64
OI0011620-1,O0011620,P00218,3,413.48,0,1240.44
OI0011621-1,O0011621,P00222,3,36.14,0.15,92.16
OI0011621-2,O0011621,P00129,3,603.29,0,1809.87
OI0011621-3,O0011621,P00081,1,299.2,0,299.2
OI0011622-1,O0011622,P00062,2,226.93,0,453.86
OI0011622-2,O0011622,P00160,1,455.76,0.05,432.97
OI0011622-3,O0011622,P00105,4,295.01,0.05,1121.04
OI0011623-1,O0011623,P00012,2,593.99,0,1187.98
OI0011623-2,O0011623,P00229,2,584.2,0.15,993.14
OI0011624-1,O0011624,P00155,3,589.47,0,1768.41
OI0011624-2,O0011624,P00037,2,187.35,0.15,318.5
OI0011625-1,O0011625,P00107,2,84.89,0.05,161.29
OI0011625-2,O0011625,P00197,2,422.25,0.15,717.82
OI0011626-1,O0011626,P00172,1,359.05,0,359.05
OI0011626-2,O0011626,P00168,1,76.25,0.05,72.44
OI0011626-3,O0011626,P00179,3,562.25,0,1686.75
OI0011627-1,O0011627,P00041,4,176.8,0,707.2
OI0011628-1,O0011628,P00062,2,226.93,0.05,431.17
OI0011628-2,O0011628,P00051,3,396.74,0.15,1011.69
OI0011629-1,O0011629,P00044,4,364.31,0,1457.24
OI0011629-2,O0011629,P00033,4,333.15,0.15,1132.71
OI0011630-1,O0011630,P00208,4,192.16,0.05,730.21
OI0011631-1,O0011631,P00185,1,553.09,0,553.09
OI0011632-1,O0011632,P00022,4,156.69,0.15,532.75
OI0011632-2,O0011632,P00079,2,291.37,0,582.74
OI0011633-1,O0011633,P00081,1,299.2,0.1,269.28
OI0011634-1,O0011634,P00028,4,182.42,0,729.68
OI0011634-2,O0011634,P00005,2,132.26,0,264.52
OI0011635-1,O0011635,P00105,1,295.01,0.15,250.76
OI0011635-2,O0011635,P00150,3,587.56,0.05,1674.55
OI0011635-3,O0011635,P00098,2,78.31,0,156.62
OI0011635-4,O0011635,P00154,1,670.02,0.05,636.52
OI0011636-1,O0011636,P00210,4,95.17,0,380.68
OI0011637-1,O0011637,P00069,4,275.78,0,1103.12
OI0011638-1,O0011638,P00100,3,436.62,0,1309.86
OI0011638-2,O0011638,P00007,2,409.55,0.15,696.24
OI0011638-3,O0011638,P00144,3,392.62,0.05,1118.97
OI0011638-4,O0011638,P00019,1,469.92,0,469.92
OI0011639-1,O0011639,P00083,2,102.7,0,205.4
OI0011639-2,O0011639,P00085,2,220.54,0,441.08
OI0011639-3,O0011639,P00006,1,398.0,0.05,378.1
OI0011640-1,O0011640,P00066,4,567.32,0,2269.28
OI0011641-1,O0011641,P00027,4,569.62,0.15,1936.71
OI0011641-2,O0011641,P00180,1,580.5,0,580.5
OI0011642-1,O0011642,P00169,1,409.64,0,409.64
OI0011642-2,O0011642,P00120,4,64.28,0,257.12
OI0011642-3,O0011642,P00154,3,670.02,0.1,1809.05
OI0011643-1,O0011643,P00207,1,347.97,0.15,295.77
OI0011644-1,O0011644,P00057,4,94.36,0.15,320.82
OI0011645-1,O0011645,P00104,4,305.95,0,1223.8
OI0011646-1,O0011646,P00230,3,464.16,0,1392.48
OI0011647-1,O0011647,P00048,4,140.77,0.1,506.77
OI0011647-2,O0011647,P00125,1,479.1,0,479.1
OI0011648-1,O0011648,P00145,2,313.16,0.05,595.0
OI0011648-2,O0011648,P00189,1,475.06,0,475.06
OI0011649-1,O0011649,P00135,4,217.54,0,870.16
OI0011650-1,O0011650,P00168,1,76.25,0.15,64.81
OI0011650-2,O0011650,P00149,1,579.48,0.15,492.56
OI0011650-3,O0011650,P00066,2,567.32,0,1134.64
OI0011651-1,O0011651,P00038,1,434.73,0,434.73
OI0011651-2,O0011651,P00131,1,558.94,0,558.94
OI0011652-1,O0011652,P00189,3,475.06,0.05,1353.92
OI0011652-2,O0011652,P00150,4,587.56,0,2350.24
OI0011653-1,O0011653,P00097,3,344.74,0.05,982.51
OI0011654-1,O0011654,P00039,4,688.69,0.15,2341.55
OI0011654-2,O0011654,P00171,4,93.75,0.1,337.5
OI0011654-3,O0011654,P00187,2,419.01,0.15,712.32
